username,password,role,contact_info,identity_last6,managed_building,managed_floor
student00075,Student@123456,student_teacher,2026级02班,200075,,
student00076,Student@123456,student_teacher,2026级02班,200076,,
student00077,Student@123456,student_teacher,2026级02班,200077,,
student00078,Student@123456,student_teacher,2026级02班,200078,,
student00079,Student@123456,student_teacher,2026级02班,200079,,
student00080,Student@123456,student_teacher,2026级02班,200080,,
student00081,Student@123456,student_teacher,2026级02班,200081,,
student00082,Student@123456,student_teacher,2026级02班,200082,,
student00083,Student@123456,student_teacher,2026级02班,200083,,
student00084,Student@123456,student_teacher,2026级02班,200084,,
student00085,Student@123456,student_teacher,2026级02班,200085,,
student00086,Student@123456,student_teacher,2026级02班,200086,,
student00087,Student@123456,student_teacher,2026级02班,200087,,
student00088,Student@123456,student_teacher,2026级02班,200088,,
student00089,Student@123456,student_teacher,2026级02班,200089,,
student00090,Student@123456,student_teacher,2026级02班,200090,,
student00091,Student@123456,student_teacher,2026级02班,200091,,
student00092,Student@123456,student_teacher,2026级02班,200092,,
student00093,Student@123456,student_teacher,2026级02班,200093,,
student00094,Student@123456,student_teacher,2026级02班,200094,,
student00095,Student@123456,student_teacher,2026级02班,200095,,
student00096,Student@123456,student_teacher,2026级02班,200096,,
student00097,Student@123456,student_teacher,2026级02班,200097,,
student00098,Student@123456,student_teacher,2026级02班,200098,,
student00099,Student@123456,student_teacher,2026级02班,200099,,
student00100,Student@123456,student_teacher,2026级02班,200100,,
student00101,Student@123456,student_teacher,2026级03班,200101,,
student00102,Student@123456,student_teacher,2026级03班,200102,,
student00103,Student@123456,student_teacher,2026级03班,200103,,
student00104,Student@123456,student_teacher,2026级03班,200104,,
student00105,Student@123456,student_teacher,2026级03班,200105,,
student00106,Student@123456,student_teacher,2026级03班,200106,,
student00107,Student@123456,student_teacher,2026级03班,200107,,
student00108,Student@123456,student_teacher,2026级03班,200108,,
student00109,Student@123456,student_teacher,2026级03班,200109,,
student00110,Student@123456,student_teacher,2026级03班,200110,,
student00111,Student@123456,student_teacher,2026级03班,200111,,
student00112,Student@123456,student_teacher,2026级03班,200112,,
student00113,Student@123456,student_teacher,2026级03班,200113,,
student00114,Student@123456,student_teacher,2026级03班,200114,,
student00115,Student@123456,student_teacher,2026级03班,200115,,
student00116,Student@123456,student_teacher,2026级03班,200116,,
student00117,Student@123456,student_teacher,2026级03班,200117,,
student00118,Student@123456,student_teacher,2026级03班,200118,,
student00119,Student@123456,student_teacher,2026级03班,200119,,
student00120,Student@123456,student_teacher,2026级03班,200120,,
student00121,Student@123456,student_teacher,2026级03班,200121,,
student00122,Student@123456,student_teacher,2026级03班,200122,,
student00123,Student@123456,student_teacher,2026级03班,200123,,
student00124,Student@123456,student_teacher,2026级03班,200124,,
student00125,Student@123456,student_teacher,2026级03班,200125,,
student00126,Student@123456,student_teacher,2026级03班,200126,,
student00127,Student@123456,student_teacher,2026级03班,200127,,
student00128,Student@123456,student_teacher,2026级03班,200128,,
student00129,Student@123456,student_teacher,2026级03班,200129,,
student00130,Student@123456,student_teacher,2026级03班,200130,,
student00131,Student@123456,student_teacher,2026级03班,200131,,
student00132,Student@123456,student_teacher,2026级03班,200132,,
student00133,Student@123456,student_teacher,2026级03班,200133,,
student00134,Student@123456,student_teacher,2026级03班,200134,,
student00135,Student@123456,student_teacher,2026级03班,200135,,
student00136,Student@123456,student_teacher,2026级03班,200136,,
student00137,Student@123456,student_teacher,2026级03班,200137,,
student00138,Student@123456,student_teacher,2026级03班,200138,,
student00139,Student@123456,student_teacher,2026级03班,200139,,
student00140,Student@123456,student_teacher,2026级03班,200140,,
student00141,Student@123456,student_teacher,2026级03班,200141,,
student00142,Student@123456,student_teacher,2026级03班,200142,,
student00143,Student@123456,student_teacher,2026级03班,200143,,
student00144,Student@123456,student_teacher,2026级03班,200144,,
student00145,Student@123456,student_teacher,2026级03班,200145,,
student00146,Student@123456,student_teacher,2026级03班,200146,,
student00147,Student@123456,student_teacher,2026级03班,200147,,
student00148,Student@123456,student_teacher,2026级03班,200148,,
student00149,Student@123456,student_teacher,2026级03班,200149,,
student00150,Student@123456,student_teacher,2026级03班,200150,,
student00151,Student@123456,student_teacher,2026级04班,200151,,
student00152,Student@123456,student_teacher,2026级04班,200152,,
student00153,Student@123456,student_teacher,2026级04班,200153,,
student00154,Student@123456,student_teacher,2026级04班,200154,,
student00155,Student@123456,student_teacher,2026级04班,200155,,
student00156,Student@123456,student_teacher,2026级04班,200156,,
student00157,Student@123456,student_teacher,2026级04班,200157,,
student00158,Student@123456,student_teacher,2026级04班,200158,,
student00159,Student@123456,student_teacher,2026级04班,200159,,
student00160,Student@123456,student_teacher,2026级04班,200160,,
student00161,Student@123456,student_teacher,2026级04班,200161,,
student00162,Student@123456,student_teacher,2026级04班,200162,,
student00163,Student@123456,student_teacher,2026级04班,200163,,
student00164,Student@123456,student_teacher,2026级04班,200164,,
student00165,Student@123456,student_teacher,2026级04班,200165,,
student00166,Student@123456,student_teacher,2026级04班,200166,,
student00167,Student@123456,student_teacher,2026级04班,200167,,
student00168,Student@123456,student_teacher,2026级04班,200168,,
student00169,Student@123456,student_teacher,2026级04班,200169,,
student00170,Student@123456,student_teacher,2026级04班,200170,,
student00171,Student@123456,student_teacher,2026级04班,200171,,
student00172,Student@123456,student_teacher,2026级04班,200172,,
student00173,Student@123456,student_teacher,2026级04班,200173,,
student00174,Student@123456,student_teacher,2026级04班,200174,,
student00175,Student@123456,student_teacher,2026级04班,200175,,
student00176,Student@123456,student_teacher,2026级04班,200176,,
student00177,Student@123456,student_teacher,2026级04班,200177,,
student00178,Student@123456,student_teacher,2026级04班,200178,,
student00179,Student@123456,student_teacher,2026级04班,200179,,
student00180,Student@123456,student_teacher,2026级04班,200180,,
student00181,Student@123456,student_teacher,2026级04班,200181,,
student00182,Student@123456,student_teacher,2026级04班,200182,,
student00183,Student@123456,student_teacher,2026级04班,200183,,
student00184,Student@123456,student_teacher,2026级04班,200184,,
student00185,Student@123456,student_teacher,2026级04班,200185,,
student00186,Student@123456,student_teacher,2026级04班,200186,,
student00187,Student@123456,student_teacher,2026级04班,200187,,
student00188,Student@123456,student_teacher,2026级04班,200188,,
student00189,Student@123456,student_teacher,2026级04班,200189,,
student00190,Student@123456,student_teacher,2026级04班,200190,,
student00191,Student@123456,student_teacher,2026级04班,200191,,
student00192,Student@123456,student_teacher,2026级04班,200192,,
student00193,Student@123456,student_teacher,2026级04班,200193,,
student00194,Student@123456,student_teacher,2026级04班,200194,,
student00195,Student@123456,student_teacher,2026级04班,200195,,
student00196,Student@123456,student_teacher,2026级04班,200196,,
student00197,Student@123456,student_teacher,2026级04班,200197,,
student00198,Student@123456,student_teacher,2026级04班,200198,,
student00199,Student@123456,student_teacher,2026级04班,200199,,
student00200,Student@123456,student_teacher,2026级04班,200200,,
student00201,Student@123456,student_teacher,2026级05班,200201,,
student00202,Student@123456,student_teacher,2026级05班,200202,,
student00203,Student@123456,student_teacher,2026级05班,200203,,
student00204,Student@123456,student_teacher,2026级05班,200204,,
student00205,Student@123456,student_teacher,2026级05班,200205,,
student00206,Student@123456,student_teacher,2026级05班,200206,,
student00207,Student@123456,student_teacher,2026级05班,200207,,
student00208,Student@123456,student_teacher,2026级05班,200208,,
student00209,Student@123456,student_teacher,2026级05班,200209,,
student00210,Student@123456,student_teacher,2026级05班,200210,,
student00211,Student@123456,student_teacher,2026级05班,200211,,
student00212,Student@123456,student_teacher,2026级05班,200212,,
student00213,Student@123456,student_teacher,2026级05班,200213,,
student00214,Student@123456,student_teacher,2026级05班,200214,,
student00215,Student@123456,student_teacher,2026级05班,200215,,
student00216,Student@123456,student_teacher,2026级05班,200216,,
student00217,Student@123456,student_teacher,2026级05班,200217,,
student00218,Student@123456,student_teacher,2026级05班,200218,,
student00219,Student@123456,student_teacher,2026级05班,200219,,
student00220,Student@123456,student_teacher,2026级05班,200220,,
student00221,Student@123456,student_teacher,2026级05班,200221,,
student00222,Student@123456,student_teacher,2026级05班,200222,,
student00223,Student@123456,student_teacher,2026级05班,200223,,
student00224,Student@123456,student_teacher,2026级05班,200224,,
student00225,Student@123456,student_teacher,2026级05班,200225,,
student00226,Student@123456,student_teacher,2026级05班,200226,,
student00227,Student@123456,student_teacher,2026级05班,200227,,
student00228,Student@123456,student_teacher,2026级05班,200228,,
student00229,Student@123456,student_teacher,2026级05班,200229,,
student00230,Student@123456,student_teacher,2026级05班,200230,,
student00231,Student@123456,student_teacher,2026级05班,200231,,
student00232,Student@123456,student_teacher,2026级05班,200232,,
student00233,Student@123456,student_teacher,2026级05班,200233,,
student00234,Student@123456,student_teacher,2026级05班,200234,,
student00235,Student@123456,student_teacher,2026级05班,200235,,
student00236,Student@123456,student_teacher,2026级05班,200236,,
student00237,Student@123456,student_teacher,2026级05班,200237,,
student00238,Student@123456,student_teacher,2026级05班,200238,,
student00239,Student@123456,student_teacher,2026级05班,200239,,
student00240,Student@123456,student_teacher,2026级05班,200240,,
student00241,Student@123456,student_teacher,2026级05班,200241,,
student00242,Student@123456,student_teacher,2026级05班,200242,,
student00243,Student@123456,student_teacher,2026级05班,200243,,
student00244,Student@123456,student_teacher,2026级05班,200244,,
student00245,Student@123456,student_teacher,2026级05班,200245,,
student00246,Student@123456,student_teacher,2026级05班,200246,,
student00247,Student@123456,student_teacher,2026级05班,200247,,
student00248,Student@123456,student_teacher,2026级05班,200248,,
student00249,Student@123456,student_teacher,2026级05班,200249,,
student00250,Student@123456,student_teacher,2026级05班,200250,,
student00251,Student@123456,student_teacher,2026级06班,200251,,
student00252,Student@123456,student_teacher,2026级06班,200252,,
student00253,Student@123456,student_teacher,2026级06班,200253,,
student00254,Student@123456,student_teacher,2026级06班,200254,,
student00255,Student@123456,student_teacher,2026级06班,200255,,
student00256,Student@123456,student_teacher,2026级06班,200256,,
student00257,Student@123456,student_teacher,2026级06班,200257,,
student00258,Student@123456,student_teacher,2026级06班,200258,,
student00259,Student@123456,student_teacher,2026级06班,200259,,
student00260,Student@123456,student_teacher,2026级06班,200260,,
student00261,Student@123456,student_teacher,2026级06班,200261,,
student00262,Student@123456,student_teacher,2026级06班,200262,,
student00263,Student@123456,student_teacher,2026级06班,200263,,
student00264,Student@123456,student_teacher,2026级06班,200264,,
student00265,Student@123456,student_teacher,2026级06班,200265,,
student00266,Student@123456,student_teacher,2026级06班,200266,,
student00267,Student@123456,student_teacher,2026级06班,200267,,
student00268,Student@123456,student_teacher,2026级06班,200268,,
student00269,Student@123456,student_teacher,2026级06班,200269,,
student00270,Student@123456,student_teacher,2026级06班,200270,,
student00271,Student@123456,student_teacher,2026级06班,200271,,
student00272,Student@123456,student_teacher,2026级06班,200272,,
student00273,Student@123456,student_teacher,2026级06班,200273,,
student00274,Student@123456,student_teacher,2026级06班,200274,,
student00275,Student@123456,student_teacher,2026级06班,200275,,
student00276,Student@123456,student_teacher,2026级06班,200276,,
student00277,Student@123456,student_teacher,2026级06班,200277,,
student00278,Student@123456,student_teacher,2026级06班,200278,,
student00279,Student@123456,student_teacher,2026级06班,200279,,
student00280,Student@123456,student_teacher,2026级06班,200280,,
student00281,Student@123456,student_teacher,2026级06班,200281,,
student00282,Student@123456,student_teacher,2026级06班,200282,,
student00283,Student@123456,student_teacher,2026级06班,200283,,
student00284,Student@123456,student_teacher,2026级06班,200284,,
student00285,Student@123456,student_teacher,2026级06班,200285,,
student00286,Student@123456,student_teacher,2026级06班,200286,,
student00287,Student@123456,student_teacher,2026级06班,200287,,
student00288,Student@123456,student_teacher,2026级06班,200288,,
student00289,Student@123456,student_teacher,2026级06班,200289,,
student00290,Student@123456,student_teacher,2026级06班,200290,,
student00291,Student@123456,student_teacher,2026级06班,200291,,
student00292,Student@123456,student_teacher,2026级06班,200292,,
student00293,Student@123456,student_teacher,2026级06班,200293,,
student00294,Student@123456,student_teacher,2026级06班,200294,,
student00295,Student@123456,student_teacher,2026级06班,200295,,
student00296,Student@123456,student_teacher,2026级06班,200296,,
student00297,Student@123456,student_teacher,2026级06班,200297,,
student00298,Student@123456,student_teacher,2026级06班,200298,,
student00299,Student@123456,student_teacher,2026级06班,200299,,
student00300,Student@123456,student_teacher,2026级06班,200300,,
student00301,Student@123456,student_teacher,2026级07班,200301,,
student00302,Student@123456,student_teacher,2026级07班,200302,,
student00303,Student@123456,student_teacher,2026级07班,200303,,
student00304,Student@123456,student_teacher,2026级07班,200304,,
student00305,Student@123456,student_teacher,2026级07班,200305,,
student00306,Student@123456,student_teacher,2026级07班,200306,,
student00307,Student@123456,student_teacher,2026级07班,200307,,
student00308,Student@123456,student_teacher,2026级07班,200308,,
student00309,Student@123456,student_teacher,2026级07班,200309,,
student00310,Student@123456,student_teacher,2026级07班,200310,,
student00311,Student@123456,student_teacher,2026级07班,200311,,
student00312,Student@123456,student_teacher,2026级07班,200312,,
student00313,Student@123456,student_teacher,2026级07班,200313,,
student00314,Student@123456,student_teacher,2026级07班,200314,,
student00315,Student@123456,student_teacher,2026级07班,200315,,
student00316,Student@123456,student_teacher,2026级07班,200316,,
student00317,Student@123456,student_teacher,2026级07班,200317,,
student00318,Student@123456,student_teacher,2026级07班,200318,,
student00319,Student@123456,student_teacher,2026级07班,200319,,
student00320,Student@123456,student_teacher,2026级07班,200320,,
student00321,Student@123456,student_teacher,2026级07班,200321,,
student00322,Student@123456,student_teacher,2026级07班,200322,,
student00323,Student@123456,student_teacher,2026级07班,200323,,
student00324,Student@123456,student_teacher,2026级07班,200324,,
student00325,Student@123456,student_teacher,2026级07班,200325,,
student00326,Student@123456,student_teacher,2026级07班,200326,,
student00327,Student@123456,student_teacher,2026级07班,200327,,
student00328,Student@123456,student_teacher,2026级07班,200328,,
student00329,Student@123456,student_teacher,2026级07班,200329,,
student00330,Student@123456,student_teacher,2026级07班,200330,,
student00331,Student@123456,student_teacher,2026级07班,200331,,
student00332,Student@123456,student_teacher,2026级07班,200332,,
student00333,Student@123456,student_teacher,2026级07班,200333,,
student00334,Student@123456,student_teacher,2026级07班,200334,,
student00335,Student@123456,student_teacher,2026级07班,200335,,
student00336,Student@123456,student_teacher,2026级07班,200336,,
student00337,Student@123456,student_teacher,2026级07班,200337,,
student00338,Student@123456,student_teacher,2026级07班,200338,,
student00339,Student@123456,student_teacher,2026级07班,200339,,
student00340,Student@123456,student_teacher,2026级07班,200340,,
student00341,Student@123456,student_teacher,2026级07班,200341,,
student00342,Student@123456,student_teacher,2026级07班,200342,,
student00343,Student@123456,student_teacher,2026级07班,200343,,
student00344,Student@123456,student_teacher,2026级07班,200344,,
student00345,Student@123456,student_teacher,2026级07班,200345,,
student00346,Student@123456,student_teacher,2026级07班,200346,,
student00347,Student@123456,student_teacher,2026级07班,200347,,
student00348,Student@123456,student_teacher,2026级07班,200348,,
student00349,Student@123456,student_teacher,2026级07班,200349,,
student00350,Student@123456,student_teacher,2026级07班,200350,,
student00351,Student@123456,student_teacher,2026级08班,200351,,
student00352,Student@123456,student_teacher,2026级08班,200352,,
student00353,Student@123456,student_teacher,2026级08班,200353,,
student00354,Student@123456,student_teacher,2026级08班,200354,,
student00355,Student@123456,student_teacher,2026级08班,200355,,
student00356,Student@123456,student_teacher,2026级08班,200356,,
student00357,Student@123456,student_teacher,2026级08班,200357,,
student00358,Student@123456,student_teacher,2026级08班,200358,,
student00359,Student@123456,student_teacher,2026级08班,200359,,
student00360,Student@123456,student_teacher,2026级08班,200360,,
student00361,Student@123456,student_teacher,2026级08班,200361,,
student00362,Student@123456,student_teacher,2026级08班,200362,,
student00363,Student@123456,student_teacher,2026级08班,200363,,
student00364,Student@123456,student_teacher,2026级08班,200364,,
student00365,Student@123456,student_teacher,2026级08班,200365,,
student00366,Student@123456,student_teacher,2026级08班,200366,,
student00367,Student@123456,student_teacher,2026级08班,200367,,
student00368,Student@123456,student_teacher,2026级08班,200368,,
student00369,Student@123456,student_teacher,2026级08班,200369,,
student00370,Student@123456,student_teacher,2026级08班,200370,,
student00371,Student@123456,student_teacher,2026级08班,200371,,
student00372,Student@123456,student_teacher,2026级08班,200372,,
student00373,Student@123456,student_teacher,2026级08班,200373,,
student00374,Student@123456,student_teacher,2026级08班,200374,,
student00375,Student@123456,student_teacher,2026级08班,200375,,
student00376,Student@123456,student_teacher,2026级08班,200376,,
student00377,Student@123456,student_teacher,2026级08班,200377,,
student00378,Student@123456,student_teacher,2026级08班,200378,,
student00379,Student@123456,student_teacher,2026级08班,200379,,
student00380,Student@123456,student_teacher,2026级08班,200380,,
student00381,Student@123456,student_teacher,2026级08班,200381,,
student00382,Student@123456,student_teacher,2026级08班,200382,,
student00383,Student@123456,student_teacher,2026级08班,200383,,
student00384,Student@123456,student_teacher,2026级08班,200384,,
student00385,Student@123456,student_teacher,2026级08班,200385,,
student00386,Student@123456,student_teacher,2026级08班,200386,,
student00387,Student@123456,student_teacher,2026级08班,200387,,
student00388,Student@123456,student_teacher,2026级08班,200388,,
student00389,Student@123456,student_teacher,2026级08班,200389,,
student00390,Student@123456,student_teacher,2026级08班,200390,,
student00391,Student@123456,student_teacher,2026级08班,200391,,
student00392,Student@123456,student_teacher,2026级08班,200392,,
student00393,Student@123456,student_teacher,2026级08班,200393,,
student00394,Student@123456,student_teacher,2026级08班,200394,,
student00395,Student@123456,student_teacher,2026级08班,200395,,
student00396,Student@123456,student_teacher,2026级08班,200396,,
student00397,Student@123456,student_teacher,2026级08班,200397,,
student00398,Student@123456,student_teacher,2026级08班,200398,,
student00399,Student@123456,student_teacher,2026级08班,200399,,
student00400,Student@123456,student_teacher,2026级08班,200400,,
student00401,Student@123456,student_teacher,2026级09班,200401,,
student00402,Student@123456,student_teacher,2026级09班,200402,,
student00403,Student@123456,student_teacher,2026级09班,200403,,
student00404,Student@123456,student_teacher,2026级09班,200404,,
student00405,Student@123456,student_teacher,2026级09班,200405,,
student00406,Student@123456,student_teacher,2026级09班,200406,,
student00407,Student@123456,student_teacher,2026级09班,200407,,
student00408,Student@123456,student_teacher,2026级09班,200408,,
student00409,Student@123456,student_teacher,2026级09班,200409,,
student00410,Student@123456,student_teacher,2026级09班,200410,,
student00411,Student@123456,student_teacher,2026级09班,200411,,
student00412,Student@123456,student_teacher,2026级09班,200412,,
student00413,Student@123456,student_teacher,2026级09班,200413,,
student00414,Student@123456,student_teacher,2026级09班,200414,,
student00415,Student@123456,student_teacher,2026级09班,200415,,
student00416,Student@123456,student_teacher,2026级09班,200416,,
student00417,Student@123456,student_teacher,2026级09班,200417,,
student00418,Student@123456,student_teacher,2026级09班,200418,,
student00419,Student@123456,student_teacher,2026级09班,200419,,
student00420,Student@123456,student_teacher,2026级09班,200420,,
student00421,Student@123456,student_teacher,2026级09班,200421,,
student00422,Student@123456,student_teacher,2026级09班,200422,,
student00423,Student@123456,student_teacher,2026级09班,200423,,
student00424,Student@123456,student_teacher,2026级09班,200424,,
student00425,Student@123456,student_teacher,2026级09班,200425,,
student00426,Student@123456,student_teacher,2026级09班,200426,,
student00427,Student@123456,student_teacher,2026级09班,200427,,
student00428,Student@123456,student_teacher,2026级09班,200428,,
student00429,Student@123456,student_teacher,2026级09班,200429,,
student00430,Student@123456,student_teacher,2026级09班,200430,,
student00431,Student@123456,student_teacher,2026级09班,200431,,
student00432,Student@123456,student_teacher,2026级09班,200432,,
student00433,Student@123456,student_teacher,2026级09班,200433,,
student00434,Student@123456,student_teacher,2026级09班,200434,,
student00435,Student@123456,student_teacher,2026级09班,200435,,
student00436,Student@123456,student_teacher,2026级09班,200436,,
student00437,Student@123456,student_teacher,2026级09班,200437,,
student00438,Student@123456,student_teacher,2026级09班,200438,,
student00439,Student@123456,student_teacher,2026级09班,200439,,
student00440,Student@123456,student_teacher,2026级09班,200440,,
student00441,Student@123456,student_teacher,2026级09班,200441,,
student00442,Student@123456,student_teacher,2026级09班,200442,,
student00443,Student@123456,student_teacher,2026级09班,200443,,
student00444,Student@123456,student_teacher,2026级09班,200444,,
student00445,Student@123456,student_teacher,2026级09班,200445,,
student00446,Student@123456,student_teacher,2026级09班,200446,,
student00447,Student@123456,student_teacher,2026级09班,200447,,
student00448,Student@123456,student_teacher,2026级09班,200448,,
student00449,Student@123456,student_teacher,2026级09班,200449,,
student00450,Student@123456,student_teacher,2026级09班,200450,,
student00451,Student@123456,student_teacher,2026级10班,200451,,
student00452,Student@123456,student_teacher,2026级10班,200452,,
student00453,Student@123456,student_teacher,2026级10班,200453,,
student00454,Student@123456,student_teacher,2026级10班,200454,,
student00455,Student@123456,student_teacher,2026级10班,200455,,
student00456,Student@123456,student_teacher,2026级10班,200456,,
student00457,Student@123456,student_teacher,2026级10班,200457,,
student00458,Student@123456,student_teacher,2026级10班,200458,,
student00459,Student@123456,student_teacher,2026级10班,200459,,
student00460,Student@123456,student_teacher,2026级10班,200460,,
student00461,Student@123456,student_teacher,2026级10班,200461,,
student00462,Student@123456,student_teacher,2026级10班,200462,,
student00463,Student@123456,student_teacher,2026级10班,200463,,
student00464,Student@123456,student_teacher,2026级10班,200464,,
student00465,Student@123456,student_teacher,2026级10班,200465,,
student00466,Student@123456,student_teacher,2026级10班,200466,,
student00467,Student@123456,student_teacher,2026级10班,200467,,
student00468,Student@123456,student_teacher,2026级10班,200468,,
student00469,Student@123456,student_teacher,2026级10班,200469,,
student00470,Student@123456,student_teacher,2026级10班,200470,,
student00471,Student@123456,student_teacher,2026级10班,200471,,
student00472,Student@123456,student_teacher,2026级10班,200472,,
student00473,Student@123456,student_teacher,2026级10班,200473,,
student00474,Student@123456,student_teacher,2026级10班,200474,,
student00475,Student@123456,student_teacher,2026级10班,200475,,
student00476,Student@123456,student_teacher,2026级10班,200476,,
student00477,Student@123456,student_teacher,2026级10班,200477,,
student00478,Student@123456,student_teacher,2026级10班,200478,,
student00479,Student@123456,student_teacher,2026级10班,200479,,
student00480,Student@123456,student_teacher,2026级10班,200480,,
student00481,Student@123456,student_teacher,2026级10班,200481,,
student00482,Student@123456,student_teacher,2026级10班,200482,,
student00483,Student@123456,student_teacher,2026级10班,200483,,
student00484,Student@123456,student_teacher,2026级10班,200484,,
student00485,Student@123456,student_teacher,2026级10班,200485,,
student00486,Student@123456,student_teacher,2026级10班,200486,,
student00487,Student@123456,student_teacher,2026级10班,200487,,
student00488,Student@123456,student_teacher,2026级10班,200488,,
student00489,Student@123456,student_teacher,2026级10班,200489,,
student00490,Student@123456,student_teacher,2026级10班,200490,,
student00491,Student@123456,student_teacher,2026级10班,200491,,
student00492,Student@123456,student_teacher,2026级10班,200492,,
student00493,Student@123456,student_teacher,2026级10班,200493,,
